candidate_id,rank,score,score_evidence_only,semantic_fit_score,score_evidence,score_supporting,score_fit,score_behavior,score_penalty,career_core,relevant_career_roles,relevant_career_months,total_career_months,consulting_months,product_months,product_company_history,title_trajectory,job_stability,skill_corroboration,negative_flags,anomaly_flags,anomaly_confidence,anomaly_action,semantic_model,semantic_top_concepts
CAND_0040178,221,0.49328374,0.46269153,0.58506037,0.21783333,0.05900000,0.16082667,0.02503153,0.00000000,3,1,7,59,0,59,1.0,0.5000,0.8583,0.4000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0023587,222,0.49314768,0.44724600,0.63085273,0.24833333,0.03710000,0.13137667,0.03043600,0.00000000,3,1,25,38,0,38,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0039308,223,0.49224312,0.45391433,0.60722949,0.24833333,0.03950000,0.14739333,0.01868767,0.00000000,3,1,38,66,0,66,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0047521,224,0.49215145,0.45862430,0.59273289,0.24833333,0.02310000,0.15554000,0.03165097,0.00000000,3,2,31,51,16,35,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0060715,225,0.49133610,0.42547367,0.68892340,0.24833333,0.00840000,0.13721000,0.03153033,0.00000000,3,1,39,39,0,39,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0051486,226,0.49069498,0.42191650,0.69703040,0.24833333,0.02040000,0.12922000,0.02396317,0.00000000,3,2,70,70,0,70,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0048558,227,0.49062220,0.46360867,0.57166280,0.21783333,0.03570000,0.18075000,0.02932533,0.00000000,3,1,27,79,0,79,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0035315,228,0.49042748,0.44088577,0.63905261,0.24833333,0.02690000,0.13769000,0.02796243,0.00000000,3,1,49,58,0,58,1.0,0.5000,0.7250,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0010541,229,0.49029121,0.44557787,0.62443122,0.21783333,0.02430000,0.17800000,0.02544453,0.00000000,3,1,30,74,0,74,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0061352,230,0.49023917,0.43736910,0.64884936,0.24833333,0.02450000,0.13501000,0.02952577,0.00000000,3,1,36,42,0,42,1.0,0.5000,0.7250,0.0000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0088354,231,0.49017532,0.47577020,0.53339069,0.24833333,0.04100000,0.16409333,0.02234353,0.00000000,3,1,38,77,0,77,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0046132,232,0.49008312,0.45480367,0.59592150,0.24833333,0.01710000,0.15854000,0.03083033,0.00000000,3,1,18,51,0,51,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0066798,233,0.48986512,0.46318667,0.56990046,0.24833333,0.03470000,0.16277000,0.01738333,0.00000000,3,1,54,61,0,61,1.0,0.5000,0.7250,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0054829,234,0.48958641,0.43806347,0.64415525,0.24833333,0.02450000,0.13912667,0.02610347,0.00000000,3,1,22,67,0,67,1.0,0.3750,1.0000,0.0000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0009236,235,0.48931571,0.42210481,0.69094841,0.24833333,0.01800000,0.13426000,0.02151148,0.00000000,3,2,75,75,24,51,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0064331,236,0.48878706,0.43948567,0.63669125,0.24833333,0.04550000,0.12546667,0.02018567,0.00000000,3,1,16,49,0,49,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0040677,237,0.48816389,0.46063173,0.57076035,0.27783333,0.01350000,0.14341333,0.02588507,0.00000000,3,1,14,50,0,50,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0023215,238,0.48793900,0.46622593,0.55307818,0.24833333,0.04820000,0.14025667,0.02943593,0.00000000,3,1,28,52,0,52,1.0,0.6250,0.8583,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0093185,239,0.48781505,0.42298477,0.68230591,0.24833333,0.00960000,0.14880000,0.01625143,0.00000000,3,2,49,49,0,49,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0036520,240,0.48757866,0.44787900,0.60667766,0.24833333,0.02090000,0.15160000,0.02704567,0.00000000,3,1,39,49,0,49,1.0,0.5000,0.7250,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0092989,241,0.48749851,0.45524867,0.58424805,0.24833333,0.02340000,0.15393333,0.02958200,0.00000000,3,1,32,72,40,32,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0046526,242,0.48747434,0.44670252,0.60978979,0.24833333,0.02210000,0.15206000,0.02420919,0.00000000,3,1,43,65,0,65,1.0,0.5000,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0052328,243,0.48743266,0.40524893,0.73398385,0.19333333,0.03020000,0.15350000,0.02821560,0.00000000,1,0,0,77,0,77,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0064130,244,0.48709668,0.47656557,0.51869004,0.24833333,0.02580000,0.17695667,0.02547557,0.00000000,3,1,31,80,49,31,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0033749,245,0.48698855,0.41715510,0.69648892,0.24833333,0.02040000,0.12080000,0.02762177,0.00000000,3,2,55,55,15,40,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0016170,246,0.48697276,0.46979823,0.53849636,0.24833333,0.04220000,0.15455000,0.02471490,0.00000000,3,1,44,81,7,74,1.0,0.5000,0.8583,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0076995,247,0.48668888,0.45529517,0.58087001,0.24833333,0.02820000,0.15035000,0.02841183,0.00000000,3,1,45,52,0,52,1.0,0.6250,0.7250,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0082913,248,0.48666879,0.42786540,0.66307897,0.24833333,0.00840000,0.15000000,0.02113207,0.00000000,3,2,65,65,0,65,1.0,0.7500,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0057134,249,0.48662077,0.43858850,0.63071758,0.24833333,0.01830000,0.15220000,0.01975517,0.00000000,3,1,24,36,0,36,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0068985,250,0.48659334,0.45555730,0.57970145,0.27783333,0.02940000,0.12676000,0.02156397,0.00000000,3,1,33,61,0,61,1.0,0.6250,0.8583,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0078262,251,0.48625640,0.44149503,0.62054051,0.24833333,0.00600000,0.16208000,0.02508170,0.00000000,3,2,58,58,13,45,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0049217,252,0.48539236,0.45697040,0.57065822,0.24833333,0.04700000,0.13970000,0.02193707,0.00000000,3,1,27,70,0,70,1.0,0.3750,0.8583,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0009691,253,0.48504105,0.42281897,0.67170730,0.21333333,0.01080000,0.17004000,0.02864563,0.00000000,3,3,73,73,0,73,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking evaluation and experimentation
CAND_0074621,254,0.48502701,0.43945023,0.62175735,0.24833333,0.00240000,0.16900000,0.01971690,0.00000000,3,2,62,62,0,62,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0010603,255,0.48486933,0.42454290,0.66584860,0.21783333,0.01950000,0.15472000,0.03248957,0.00000000,3,1,18,63,0,63,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0067041,256,0.48471540,0.45728983,0.56699208,0.21783333,0.03930000,0.17650000,0.02365650,0.00000000,3,1,46,81,20,61,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0080534,257,0.48451149,0.43307460,0.63882215,0.24833333,0.00480000,0.14701000,0.03293127,0.00000000,3,2,45,45,0,45,1.0,0.6250,0.7250,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0016267,258,0.48414806,0.40073964,0.73437333,0.24833333,0.01440000,0.10946000,0.02854630,0.00000000,3,1,43,43,0,43,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0045613,259,0.48360550,0.42215587,0.66795440,0.24833333,0.02430000,0.13088667,0.01863587,0.00000000,3,1,34,59,25,34,1.0,0.3750,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0073007,260,0.48345074,0.44144717,0.60946145,0.24833333,0.02450000,0.13722000,0.03139383,0.00000000,3,1,50,69,0,69,1.0,0.3750,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0097896,261,0.48327693,0.44405398,0.60094577,0.24833333,0.02930000,0.15153000,0.01489065,0.00000000,3,2,40,56,0,56,1.0,0.5000,0.8583,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0061479,262,0.48232006,0.45185210,0.57372393,0.24833333,0.02210000,0.15967000,0.02174877,0.00000000,3,2,49,59,0,59,1.0,0.6250,0.8583,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0002120,263,0.48139181,0.43073573,0.63336003,0.18833333,0.04910000,0.16360000,0.02970240,0.00000000,3,1,46,77,31,46,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0038328,264,0.48107960,0.44468743,0.59025610,0.24833333,0.02210000,0.15454000,0.01971410,0.00000000,3,1,12,48,0,48,1.0,0.5000,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0051219,265,0.48087033,0.43789713,0.60978993,0.24833333,0.03470000,0.13496000,0.01990380,0.00000000,3,1,24,45,0,45,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0088237,266,0.48049035,0.40958790,0.69319769,0.24833333,0.00840000,0.12670000,0.02615457,0.00000000,3,1,44,44,0,44,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0058300,267,0.48015382,0.46946850,0.51220977,0.24833333,0.04340000,0.15074667,0.02698850,0.00000000,3,1,16,52,32,20,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0030207,268,0.47981199,0.44758220,0.57650137,0.24833333,0.02820000,0.15130000,0.01974887,0.00000000,3,1,36,48,0,48,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0065786,269,0.47958571,0.43791553,0.60459623,0.24833333,0.03290000,0.12375000,0.03293220,0.00000000,3,2,31,58,0,58,1.0,0.3750,0.8583,0.4000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0052498,270,0.47940933,0.43652593,0.60805953,0.24833333,0.01710000,0.15787333,0.01321927,0.00000000,3,1,20,56,0,56,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0001218,271,0.47937008,0.44566550,0.58048383,0.24833333,0.04670000,0.12660000,0.02403217,0.00000000,3,3,53,75,18,57,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0016678,272,0.47888454,0.45561783,0.54868467,0.21783333,0.05320000,0.16280167,0.02178283,0.00000000,3,1,28,80,7,73,1.0,0.5000,0.9375,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0034177,273,0.47882897,0.41121017,0.68168538,0.24833333,0.00840000,0.12274000,0.03173683,0.00000000,3,1,43,43,0,43,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0088438,274,0.47842987,0.43186562,0.61812261,0.24833333,0.02330000,0.14950000,0.01073229,0.00000000,3,1,36,79,0,79,1.0,0.7500,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0019845,275,0.47797988,0.42372263,0.64075163,0.24833333,0.03050000,0.12211667,0.02277263,0.00000000,3,1,25,40,0,40,1.0,0.3750,1.0000,0.4000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0020991,276,0.47743455,0.42356503,0.63904312,0.21783333,0.02550000,0.14924667,0.03098503,0.00000000,3,1,28,58,0,58,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0055673,277,0.47742549,0.44134465,0.58566803,0.24833333,0.02820000,0.14603333,0.01877798,0.00000000,3,1,32,44,0,44,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0058412,278,0.47739447,0.44317250,0.58006040,0.24833333,0.02960000,0.14613500,0.01910417,0.00000000,3,2,50,78,0,78,1.0,0.6250,0.9375,0.0000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0021827,279,0.47697877,0.44606139,0.56973093,0.24833333,0.02700000,0.14783000,0.02289806,0.00000000,3,1,15,52,0,52,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0033911,280,0.47606550,0.43776920,0.59095439,0.18833333,0.05660000,0.17083333,0.02200254,0.00000000,3,1,32,82,37,45,1.0,0.5000,1.0000,0.4000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0083852,281,0.47530929,0.41932913,0.64324978,0.18833333,0.02550000,0.17379000,0.03170580,0.00000000,3,1,39,71,0,71,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0084391,282,0.47527283,0.43528453,0.59523773,0.24833333,0.02220000,0.13692667,0.02782453,0.00000000,3,1,31,41,31,10,1.0,0.5000,0.7250,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0007874,283,0.47490499,0.43047083,0.60820747,0.24833333,0.02090000,0.14215667,0.01908083,0.00000000,3,1,19,44,0,44,1.0,0.5000,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0067643,284,0.47481827,0.41846780,0.64386969,0.18833333,0.03290000,0.17804000,0.01919447,0.00000000,3,2,34,71,0,71,1.0,0.5000,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0046108,285,0.47425703,0.42984437,0.60749500,0.24833333,0.02580000,0.13496000,0.02075103,0.00000000,3,1,24,43,0,43,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0065927,286,0.47416108,0.43901883,0.57958782,0.24833333,0.02210000,0.15650000,0.01208550,0.00000000,3,1,54,78,0,78,1.0,0.6250,1.0000,0.4000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0094685,287,0.47389843,0.45037703,0.54446262,0.24833333,0.02100000,0.15153333,0.02951037,0.00000000,3,1,26,41,0,41,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0077784,288,0.47380716,0.43398233,0.59328164,0.24833333,0.02690000,0.14213333,0.01661567,0.00000000,3,1,14,52,0,52,1.0,0.5000,1.0000,0.4000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0089726,289,0.47365362,0.42942500,0.60633947,0.24833333,0.02330000,0.13437667,0.02341500,0.00000000,3,1,19,37,0,37,1.0,0.3750,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0058152,290,0.47316985,0.42751053,0.61014780,0.24833333,0.02310000,0.13396000,0.02211720,0.00000000,3,1,18,43,0,43,1.0,0.3750,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0012837,291,0.47253455,0.41985983,0.63055868,0.18833333,0.03440000,0.17237333,0.02475317,0.00000000,3,1,26,76,0,76,1.0,0.5000,1.0000,0.0000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0086657,292,0.47195889,0.42591933,0.61007755,0.24833333,0.02430000,0.13290667,0.02037933,0.00000000,3,1,16,38,0,38,1.0,0.5000,1.0000,0.4000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0081852,293,0.47188211,0.39369607,0.70644024,0.19333333,0.02180000,0.14946000,0.02910273,0.00000000,1,0,0,70,0,70,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking evaluation and experimentation
CAND_0086028,294,0.47109713,0.43384350,0.58285801,0.21783333,0.03440000,0.16476000,0.01685017,0.00000000,3,2,36,72,0,72,1.0,0.5000,1.0000,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0023559,295,0.47096664,0.43751618,0.57131803,0.24833333,0.01350000,0.15005000,0.02563285,0.00000000,3,1,27,55,0,55,1.0,0.6250,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0087766,296,0.47076957,0.43281186,0.58464270,0.24833333,0.04810000,0.11142667,0.02495186,0.00000000,3,1,31,60,0,60,1.0,0.3750,0.8583,0.2000,cv_speech_only,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0001930,297,0.47042687,0.42898763,0.59474457,0.24833333,0.01350000,0.13926000,0.02789430,0.00000000,3,2,66,81,0,81,1.0,0.6250,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
CAND_0074123,298,0.47024337,0.43783335,0.56747345,0.18833333,0.04820000,0.17845667,0.02284335,0.00000000,3,1,31,82,0,82,1.0,0.5000,1.0000,0.2000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0091890,299,0.46995377,0.42386773,0.60821187,0.18833333,0.04140000,0.16579000,0.02834440,0.00000000,3,1,39,55,39,16,1.0,0.5000,1.0000,0.4000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;ranking and relevance optimization
CAND_0091580,300,0.46978081,0.43810127,0.56481942,0.18833333,0.04700000,0.17546000,0.02730793,0.00000000,3,1,36,65,0,65,1.0,0.5000,1.0000,0.0000,,,0.00,none,deterministic-domain-embedding,production scale and operations;end-to-end ownership;recommendation and personalization
